,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
9450,10km,mudslide,rain,small,above_road,0.0,0.0,United States,1079.0,-105.8961,39.632
9451,5km,landslide,downpour,medium,other,0.0,,Georgia,1625.0,41.782,41.9482
9452,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1133.0,-124.3945,42.5905
9453,10km,mudslide,downpour,large,other,,,Taiwan,86406.0,120.9876,23.8396
9455,1km,landslide,downpour,medium,urban,,,Indonesia,8540121.0,106.8416895,-6.250422873
9456,1km,mudslide,downpour,small,other,0.0,,United States,113934.0,-83.7342,42.2939
9457,5km,landslide,mining,small,mine,1.0,2.0,India,13917.0,91.6469,26.1468
9458,5km,mudslide,rain,medium,other,,,United States,1646.0,-105.1865,39.2228
9459,5km,landslide,rain,medium,above_road,0.0,0.0,Honduras,1164.0,-86.9101,13.5807
9460,1km,mudslide,downpour,medium,other,0.0,,United States,13040.0,-119.4471,34.3644
9461,10km,mudslide,tropical_cyclone,medium,other,,,Taiwan,543342.0,121.4479,24.959
9462,5km,mudslide,downpour,small,other,0.0,,United States,1190.0,-84.0971,38.7981
9463,5km,landslide,downpour,medium,other,0.0,,Canada,33430.0,-127.0961,50.5854
9465,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,703.0,-118.9754,44.076
9466,1km,landslide,downpour,medium,other,0.0,,Brazil,147281.0,-43.527,-23.0085
9467,10km,landslide,downpour,small,other,0.0,,United States,5417.0,-88.9436,35.1802
9468,25km,landslide,downpour,medium,other,0.0,,India,132842.0,92.2845,25.3612
9469,1km,rock_fall,downpour,medium,natural_slope,0.0,0.0,United States,29526.0,-94.5226,38.9913
9470,1km,landslide,unknown,medium,above_road,0.0,0.0,United Kingdom,2788.0,0.2355,51.4017
9471,5km,mudslide,downpour,small,other,0.0,,United States,717.0,-82.4804,37.9135
9472,50km,mudslide,rain,medium,other,0.0,,United States,34681.0,-87.0355,35.6216
9474,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8925.0,-122.4362,44.4002
9475,5km,mudslide,downpour,unknown,other,0.0,0.0,United States,3938.0,-85.1616,38.6697
9476,5km,landslide,mining,medium,mine,2.0,1.0,India,31031.0,92.56200000000001,24.6108
9477,25km,landslide,continuous_rain,large,other,0.0,0.0,India,63645.0,90.3852,25.7354
9478,5km,mudslide,downpour,medium,above_road,0.0,0.0,United States,1320.0,-108.0164,37.9926
9479,5km,landslide,tropical_cyclone,medium,other,2.0,,Guatemala,6186.0,-91.2764,14.7801
9480,5km,rock_fall,rain,small,other,0.0,,South Africa,5343.0,18.3715,-33.9738
9481,50km,landslide,rain,medium,above_road,0.0,0.0,Philippines,0.0,121.3014,16.9959
9482,exact,rock_fall,rain,medium,natural_slope,0.0,0.0,United States,2231.0,-83.3614,37.5513
9483,5km,mudslide,downpour,medium,above_road,0.0,0.0,United States,1320.0,-108.0372,38.0021
9484,10km,landslide,rain,medium,other,7.0,,Nepal,0.0,82.4728,28.7773
9485,5km,landslide,downpour,small,other,0.0,,Brunei,19151.0,114.7247,4.6967
9486,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1855.0,-121.3028,45.6912
9490,25km,landslide,downpour,medium,other,,,India,92113.0,94.11112157,25.63961883
9491,1km,mudslide,continuous_rain,medium,other,0.0,,United States,1745.0,-83.1497,36.8755
9492,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,22068.0,-122.9626,45.3573
9493,5km,mudslide,continuous_rain,small,above_road,0.0,0.0,United States,1227.0,-81.3494,38.4875
9494,5km,rock_fall,unknown,small,above_road,0.0,0.0,Canada,519949.0,-79.8363,43.2386
9495,5km,landslide,downpour,medium,other,0.0,,Malaysia,198239.0,112.3254,2.5248
9497,5km,landslide,unknown,medium,above_road,0.0,0.0,India,7317.0,75.2449,33.2355
9498,1km,landslide,unknown,medium,above_road,0.0,0.0,United Kingdom,5025.0,-4.69,57.61600000000001
9499,5km,mudslide,downpour,small,other,0.0,,United States,1037.0,-122.0604,37.022
9500,5km,rock_fall,freeze_thaw,medium,above_road,0.0,0.0,United States,2758.0,-121.5568,46.7496
9501,10km,landslide,downpour,medium,other,1.0,1.0,Nepal,23693.0,83.6606,27.8686
9502,1km,landslide,continuous_rain,small,other,1.0,0.0,India,10942.0,92.5121,24.5308
9503,5km,mudslide,downpour,medium,other,0.0,,United States,145987.0,-116.0303,43.6626
9504,5km,landslide,unknown,medium,other,0.0,0.0,United Kingdom,12856.0,-0.0271,51.2675
9505,1km,landslide,downpour,medium,other,0.0,,Mexico,1252.0,-98.5,17.225
9506,50km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,20553.0,75.8103,33.1754
9507,5km,mudslide,downpour,medium,other,0.0,,United States,1320.0,-108.0086,37.9935
9508,25km,rock_fall,downpour,medium,other,,,United States,2868.0,-91.2006,43.5735
9509,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,1147.0,88.2891,27.2676
9510,25km,landslide,downpour,large,other,2.0,,Indonesia,31352.0,110.0076,-7.7085
9511,5km,landslide,unknown,small,other,0.0,0.0,Bulgaria,3371.0,22.8485,43.8439
9512,1km,landslide,rain,small,other,,,India,80447.0,75.1945,32.9918
9513,10km,landslide,tropical_cyclone,medium,other,,,Guatemala,5987.0,-90.9167,14.8667
9514,5km,landslide,downpour,small,other,0.0,,United States,7930.0,-123.9665,44.9438
9515,1km,rock_fall,rain,small,other,0.0,,United States,20816.0,-111.79799999999999,40.7118
9516,1km,landslide,downpour,small,above_road,0.0,0.0,New Zealand,417910.0,174.7821,-36.8631
9517,50km,landslide,rain,medium,other,,,India,46427.0,88.2798,26.8342
9518,25km,mudslide,rain,medium,other,,,Nepal,107157.0,84.432,27.795
9519,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1045.0,-122.6893,43.8687
9520,1km,mudslide,downpour,medium,above_road,0.0,0.0,United States,4688.0,-113.9591,48.5431
9521,5km,landslide,downpour,medium,other,6.0,,Haiti,283052.0,-72.2947,18.5044
9522,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8466.0,-123.8257,44.0617
9523,50km,landslide,downpour,medium,other,0.0,,India,2000.0,79.3541,30.5319
9524,25km,landslide,rain,medium,other,1.0,0.0,Philippines,5543.0,121.4036,13.0536
9525,5km,landslide,continuous_rain,medium,other,0.0,2.0,Nepal,44632.0,84.8981,27.9639
9526,1km,other,snowfall_snowmelt,medium,below_road,0.0,0.0,Canada,1706.0,-118.1103,49.8785
9527,50km,landslide,earthquake,medium,other,0.0,,China,0.0,103.4883,31.236
9528,50km,rock_fall,unknown,medium,urban,13.0,0.0,Pakistan,11624219.0,67.0645,24.9434
9529,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,Jamaica,3319.0,-77.0984,18.2443
9530,5km,mudslide,downpour,medium,other,0.0,,Japan,1528478.0,135.1777,34.7649
9531,10km,mudslide,tropical_cyclone,medium,other,1.0,3.0,Mexico,12455.0,-99.1474,20.7641
9532,10km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2643.0,124.27316440000001,9.667669077000001
9533,1km,landslide,downpour,small,other,0.0,,Philippines,189090.0,124.9682,11.2535
9534,25km,landslide,downpour,medium,other,1.0,,Philippines,5068.0,125.2586,7.4903
9535,10km,landslide,tropical_cyclone,medium,above_road,2.0,0.0,Philippines,0.0,120.7678,16.7515
9536,exact,mudslide,unknown,small,retaining_wall,0.0,0.0,United States,195976.0,-73.8896,40.9387
9537,50km,landslide,downpour,medium,other,,,United States,2355.0,-83.9526,36.6195
9538,50km,landslide,downpour,large,other,3.0,,Nepal,22903.0,87.0898,27.4385
9539,5km,landslide,downpour,medium,other,0.0,,United States,2184.0,-92.0833,36.9118
9541,5km,landslide,rain,medium,other,5.0,,China,91136.0,107.9327,26.6582
9542,10km,landslide,downpour,medium,other,6.0,,India,27544.0,77.3,30.56
9544,5km,landslide,unknown,small,bluff,0.0,0.0,United Kingdom,0.0,-0.1391,53.8822
9545,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2151.0,-123.1673,45.9605
9546,5km,landslide,downpour,medium,urban,0.0,0.0,India,265331.0,92.7265,23.7269
9547,10km,landslide,rain,medium,other,,,Bulgaria,0.0,23.3981,43.0797
9548,1km,landslide,unknown,medium,other,0.0,,Malaysia,24071.0,100.2731,5.4704
9549,1km,mudslide,unknown,medium,other,0.0,0.0,Panama,321501.0,-79.538,9.0329
9550,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1312.0,-123.9285,45.7218
9551,5km,landslide,downpour,medium,other,1.0,,Philippines,84567.0,120.4851,14.4315
9552,1km,landslide,downpour,small,other,0.0,0.0,Australia,2375.0,138.681,-34.9693
9554,10km,landslide,rain,medium,below_road,5.0,0.0,Indonesia,0.0,108.2401,-7.3397
9555,25km,complex,unknown,medium,other,0.0,,Bhutan,852.0,90.5257,27.256
9556,10km,landslide,downpour,medium,other,0.0,,Taiwan,397515.0,121.6048,25.221999999999998
9557,5km,landslide,tropical_cyclone,medium,other,2.0,,Philippines,6192.0,120.8252,16.7449
9558,25km,landslide,rain,medium,other,,,Malaysia,1453975.0,101.6983,3.1618
9559,1km,landslide,downpour,medium,other,0.0,,United States,1021.0,-149.1201,64.0056
9560,1km,mudslide,rain,medium,above_road,1.0,3.0,Philippines,3695.0,121.6171,14.7171
9561,5km,mudslide,downpour,small,other,0.0,,United States,2203.0,-82.564,37.2482
9562,25km,landslide,rain,medium,other,,,Ecuador,1399814.0,-78.5347,-0.2196
9563,5km,mudslide,continuous_rain,large,above_road,0.0,0.0,United States,81.0,-83.4771,37.3486
9564,5km,other,rain,medium,above_road,0.0,0.0,United States,1638.0,-81.3669,38.1935
9565,5km,mudslide,downpour,medium,other,0.0,,United States,10917.0,-118.0276,34.1828
9566,5km,landslide,downpour,large,other,,,Taiwan,105682.0,120.69200000000001,23.9277
9568,10km,landslide,rain,medium,other,,,Malaysia,1453975.0,101.7058,3.1507
9569,10km,landslide,continuous_rain,small,above_road,0.0,0.0,India,92113.0,94.0926,25.3908
9571,1km,mudslide,downpour,small,other,1.0,0.0,Japan,68735.0,135.1315,35.2417
9572,5km,rock_fall,snowfall_snowmelt,medium,natural_slope,0.0,1.0,United States,2224.0,-121.4788,46.2078
9573,5km,rock_fall,downpour,small,other,0.0,,United States,1305.0,-123.5857,38.81
9574,1km,mudslide,continuous_rain,medium,above_road,0.0,0.0,United States,10674.0,-122.4372,47.4067
9575,1km,landslide,rain,small,above_road,0.0,0.0,United Kingdom,22500.0,0.4411,52.0722
9576,1km,mudslide,rain,medium,other,,,United Kingdom,3210.0,-3.0193,51.0934
9578,25km,mudslide,downpour,medium,other,0.0,,United States,14206.0,-115.6043,43.4205
9580,25km,mudslide,rain,medium,above_road,0.0,0.0,United States,20254.0,-122.2842,47.9536
9581,25km,landslide,downpour,medium,other,,,Indonesia,0.0,111.8408,-7.8313
9582,25km,landslide,monsoon,very_large,urban,128.0,150.0,Bangladesh,3920222.0,91.8205,22.3555
9583,10km,landslide,downpour,medium,other,0.0,,Philippines,3232.0,123.8529,10.3163
9584,5km,landslide,downpour,medium,other,0.0,,Nepal,0.0,84.415,27.9507
9585,5km,landslide,rain,medium,other,1.0,,India,20046.0,91.4663,24.0896
9586,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,6009.0,-122.7617,45.5774
9587,1km,landslide,continuous_rain,medium,urban,0.0,0.0,India,609617.0,72.88274367,19.17377751
9588,25km,mudslide,rain,medium,other,0.0,0.0,Malaysia,19294.0,116.4955,6.0202
9589,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1690.0,-123.8185,45.7884
9591,5km,landslide,continuous_rain,medium,above_road,0.0,,India,46427.0,88.26181745,26.84850975
9592,5km,rock_fall,rain,medium,above_road,0.0,0.0,Bulgaria,42211.0,24.7312,43.0659
9593,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1144.0,-122.0776,45.589
9594,exact,mudslide,downpour,small,below_road,0.0,0.0,South Africa,6922.0,18.3534,-34.0947
9596,25km,landslide,downpour,medium,other,0.0,,Nepal,17491.0,87.8711,27.1303
9597,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.09416702,-22.91010027
9598,10km,landslide,downpour,medium,other,0.0,,India,8160.0,77.7155,31.1581
9599,25km,landslide,continuous_rain,medium,other,0.0,0.0,Philippines,10531.0,123.0319,13.5107
9600,25km,landslide,downpour,medium,other,0.0,,China,1137600.0,100.0692,27.1663
9601,50km,landslide,downpour,large,other,10.0,,Nepal,0.0,82.1515,28.7236
9602,1km,landslide,rain,medium,other,,,United States,20254.0,-122.3197,47.9128
9603,25km,landslide,downpour,medium,other,5.0,,Thailand,0.0,100.5066,7.257000000000001
9605,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2806.0,-118.9999,43.6612
9606,5km,landslide,unknown,medium,above_road,0.0,0.0,United States,13408.0,-157.8951,21.4018
9607,50km,landslide,rain,medium,other,7.0,,Mexico,1947.0,-96.8229,18.5369
9608,25km,landslide,unknown,large,above_road,0.0,0.0,Russia,10403.0,60.0021,60.0033
9609,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,United States,2255.0,-121.5602,45.6516
9610,25km,landslide,rain,medium,other,,,Jamaica,14400.0,-76.5082,18.1258
9612,5km,landslide,downpour,medium,other,0.0,,Brazil,0.0,-43.1093,-22.7594
9613,1km,landslide,rain,medium,other,,,Indonesia,276414.0,106.8903,-6.8717
9614,10km,landslide,downpour,medium,urban,0.0,0.0,United States,8881.0,-135.3489024,57.0676052
9615,5km,landslide,rain,medium,other,0.0,0.0,India,899094.0,91.802,26.1966
9616,1km,landslide,downpour,medium,other,4.0,4.0,India,258944.0,83.2884,17.7345
9617,25km,mudslide,downpour,large,other,21.0,0.0,Japan,1143841.0,132.5259,34.4955
9619,25km,landslide,downpour,medium,other,1.0,,South Korea,29691.0,128.2829,35.9196
9620,1km,landslide,downpour,small,above_road,0.0,0.0,Costa Rica,0.0,-83.9436,10.1495
9621,25km,landslide,rain,medium,other,4.0,,Philippines,6819.0,121.1444,16.8256
9622,5km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,United States,1526.0,-80.7942,39.9582
9625,5km,mudslide,tropical_cyclone,medium,other,12.0,,Philippines,272714.0,120.5901,16.4234
9627,25km,landslide,continuous_rain,medium,other,0.0,,India,8341.0,77.1898,32.2282
9628,exact,mudslide,continuous_rain,small,above_road,0.0,0.0,United States,51384.0,-73.1157,41.2008
9629,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1035.0,-123.8608,45.2423
9630,5km,mudslide,downpour,medium,other,0.0,,United States,2826.0,-107.1928,39.0718
9631,5km,rock_fall,rain,medium,bluff,2.0,2.0,United States,19540.0,-93.1255,44.9179
9632,25km,landslide,downpour,small,below_road,8.0,,Tajikistan,1115.0,70.1951,39.0071
9633,10km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,6371.0,120.6524,16.4946
9634,10km,landslide,downpour,medium,other,,,India,17123.0,78.44,30.7362
9635,5km,landslide,rain,medium,other,0.0,,Nepal,21867.0,83.7711,27.8595
9636,5km,landslide,rain,medium,natural_slope,1.0,3.0,Pakistan,36150.0,71.0525,33.53
9637,5km,landslide,downpour,medium,other,1.0,,Indonesia,0.0,115.6018,-8.3919
9638,5km,landslide,downpour,medium,other,1.0,,Nepal,22903.0,87.0569,27.425
9639,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3465.0,-123.7785,44.6394
9640,1km,debris_flow,rain,small,burned_area,0.0,0.0,United States,143911.0,-117.1375,33.0938
9641,10km,landslide,earthquake,medium,natural_slope,28.0,10.0,Nepal,1600.0,86.1636,27.7368
9642,1km,landslide,downpour,medium,other,0.0,,New Zealand,1223.0,172.7672,-40.8834
9643,50km,landslide,rain,medium,other,0.0,,Indonesia,0.0,121.6536,-8.8559
9644,10km,landslide,downpour,medium,other,0.0,,United States,42274.0,-111.87,40.53
9645,1km,mudslide,rain,small,above_road,0.0,0.0,United States,1205.0,-124.1109,41.0321
9646,exact,landslide,unknown,small,above_road,0.0,0.0,United States,1222.0,-81.4752,38.5051
9647,5km,mudslide,downpour,large,above_road,0.0,0.0,United States,50073.0,-117.8406,34.148
9648,25km,landslide,tropical_cyclone,medium,other,0.0,,Philippines,2173.0,121.7753,16.9817
9649,50km,landslide,downpour,medium,other,0.0,,India,8364.0,93.1477,25.4749
9650,5km,rock_fall,rain,small,above_road,0.0,1.0,United States,1191.0,-120.7902,46.748999999999995
9651,25km,landslide,downpour,medium,other,0.0,,Georgia,2408.0,43.1667,42.5167
9652,10km,rock_fall,downpour,medium,above_road,1.0,4.0,India,40283.0,77.09003076,30.89221723
9653,exact,landslide,downpour,medium,other,0.0,,United States,22699.0,-122.2288,47.5513
9654,1km,landslide,downpour,medium,other,0.0,,Brazil,6023699.0,-43.2854,-22.9255
9655,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2514.0,-123.829,42.9634
9656,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,United States,3582.0,-105.0973,38.5514
9657,5km,landslide,rain,small,urban,1.0,0.0,India,2000.0,91.7747,26.1097
9658,5km,landslide,downpour,medium,other,0.0,,Brazil,147281.0,-43.5001,-23.0392
9659,10km,landslide,downpour,medium,other,5.0,,China,0.0,113.9074,29.2159
9660,25km,mudslide,tropical_cyclone,medium,other,1.0,,Guatemala,31329.0,-90.6755,14.4226
9661,25km,landslide,rain,medium,other,,,Nepal,5427.0,82.6167,28.6167
9662,5km,mudslide,rain,medium,other,0.0,0.0,United States,1021.0,-82.0184,37.4221
9663,50km,rock_fall,earthquake,small,above_road,0.0,0.0,El Salvador,6393.0,-88.1253,13.2817
9664,5km,landslide,downpour,medium,other,0.0,,Indonesia,0.0,111.2896,-8.1431
9665,1km,landslide,downpour,small,other,0.0,,United States,12653.0,-122.6515,47.2842
9666,1km,mudslide,unknown,small,above_road,0.0,0.0,United States,13450.0,-81.7234,38.3986
9667,10km,landslide,downpour,medium,below_road,0.0,0.0,Guatemala,1713.0,-91.9955,15.3975
9668,25km,landslide,downpour,small,above_road,,,Fiji,77366.0,178.3964727,-17.98741703
9669,1km,mudslide,rain,medium,other,0.0,,United States,9555.0,-111.7679,40.4678
9670,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8466.0,-124.1219,44.1358
9671,50km,debris_flow,rain,medium,other,0.0,,Pakistan,97363.0,72.46,34.1042
9673,5km,mudslide,unknown,medium,above_road,0.0,0.0,United States,2826.0,-122.3337,47.8638
9674,5km,landslide,tropical_cyclone,large,other,,,Philippines,445103.0,124.6318,8.4552
9675,5km,mudslide,rain,small,other,0.0,,United States,1256.0,-82.1423,38.045
9677,5km,landslide,downpour,small,other,0.0,,United States,8001.0,-122.7297,45.5137
9678,1km,mudslide,downpour,small,above_road,0.0,0.0,United States,4456.0,-83.2128,37.2859
9679,5km,debris_flow,downpour,medium,other,,,United States,1247.0,-111.1821,39.571999999999996
9680,25km,landslide,downpour,medium,other,0.0,,India,34021.0,94.6654,26.2753
9681,1km,landslide,downpour,medium,above_road,0.0,0.0,United States,8726.0,-123.8719,46.9797
9682,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,10539.0,-122.4753,45.3974
9683,25km,landslide,downpour,small,other,0.0,,India,23384.0,73.8161,15.8513
9684,10km,complex,tropical_cyclone,medium,other,,,Vietnam,0.0,105.4167,23.1667
9685,25km,landslide,downpour,medium,mine,8.0,0.0,Indonesia,0.0,139.3635,-3.765
9686,50km,landslide,tropical_cyclone,medium,other,7.0,,Vietnam,0.0,107.8584,15.597999999999999
9687,5km,debris_flow,downpour,medium,natural_slope,0.0,0.0,United States,193365.0,-117.2564,33.9805
9688,5km,landslide,downpour,small,other,0.0,,Ireland,1586.0,-6.4173,52.9892
9689,5km,landslide,downpour,medium,other,,,India,43000.0,88.48200000000001,27.0771
9690,1km,debris_flow,flooding,small,above_road,0.0,0.0,United States,2499.0,-80.72112486,40.09289035
9691,1km,landslide,downpour,small,above_road,0.0,0.0,United States,1638.0,-81.3139,38.1838
9692,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,17123.0,78.4378,30.73
9693,25km,landslide,downpour,small,other,0.0,,United Kingdom,3395.0,-2.2147,55.893
9694,50km,landslide,rain,medium,above_road,0.0,0.0,Guatemala,2680.0,-91.1789,14.3855
9695,25km,landslide,downpour,medium,other,9.0,,China,0.0,103.5712,28.2627
9696,10km,complex,unknown,medium,other,6.0,,India,7317.0,75.2441,33.2361
9697,exact,landslide,downpour,small,above_road,0.0,0.0,Australia,19972.0,145.8772,-41.0443
9698,10km,landslide,downpour,medium,other,2.0,,Kyrgyzstan,15019.0,69.5667,39.9342
9699,1km,mudslide,rain,medium,other,0.0,0.0,Malaysia,120447.0,101.6826,3.2711
9700,50km,landslide,downpour,large,other,5.0,,Indonesia,0.0,97.5239,1.1346
9701,1km,landslide,downpour,medium,other,0.0,,United States,1486.0,-121.9831,47.5955
9702,5km,landslide,downpour,medium,other,,,United States,5955.0,-84.493,39.1106
